towID,date,region,tl,wt,age
44,5/26/2016,Wisconsin,41,NA,NA
44,5/26/2016,Wisconsin,70,NA,NA
98,5/28/2016,Wisconsin,68,NA,NA
84,5/28/2016,Wisconsin,68,NA,NA
45,5/26/2016,Wisconsin,38,NA,NA
98,5/28/2016,Wisconsin,65,NA,NA
44,5/26/2016,Wisconsin,68,NA,NA
79,5/28/2016,Wisconsin,113,NA,NA
79,5/28/2016,Wisconsin,40,NA,NA
79,5/28/2016,Wisconsin,99,NA,NA
45,5/26/2016,Wisconsin,59,NA,NA
79,5/28/2016,Wisconsin,36,NA,NA
44,5/26/2016,Wisconsin,70,NA,NA
79,5/28/2016,Wisconsin,49,NA,NA
44,5/26/2016,Wisconsin,36,NA,NA
79,5/28/2016,Wisconsin,75,NA,NA
44,5/26/2016,Wisconsin,73,NA,NA
98,5/28/2016,Wisconsin,44,NA,NA
98,5/28/2016,Wisconsin,89,NA,NA
44,5/26/2016,Wisconsin,31,NA,NA
98,5/28/2016,Wisconsin,105,NA,NA
44,5/26/2016,Wisconsin,71,NA,NA
44,5/26/2016,Wisconsin,43,NA,NA
79,5/28/2016,Wisconsin,43,NA,NA
79,5/28/2016,Wisconsin,38,NA,NA
44,5/26/2016,Wisconsin,69,4.18,2
44,5/26/2016,Wisconsin,66,NA,NA
84,5/28/2016,Wisconsin,129,37.65,6
98,5/28/2016,Wisconsin,94,NA,NA
44,5/26/2016,Wisconsin,71,NA,NA
44,5/26/2016,Wisconsin,40,NA,NA
45,5/26/2016,Wisconsin,125,32.58,5
44,5/26/2016,Wisconsin,70,4.36,2
44,5/26/2016,Wisconsin,114,NA,NA
84,5/28/2016,Wisconsin,86,NA,NA
79,5/28/2016,Wisconsin,89,NA,NA
98,5/28/2016,Wisconsin,59,2.35,2
79,5/28/2016,Wisconsin,94,8.14,3
44,5/26/2016,Wisconsin,52,NA,NA
98,5/28/2016,Wisconsin,45,NA,NA
44,5/26/2016,Wisconsin,66,NA,NA
98,5/28/2016,Wisconsin,47,1.04,1
44,5/26/2016,Wisconsin,73,NA,NA
98,5/28/2016,Wisconsin,104,NA,NA
44,5/26/2016,Wisconsin,41,NA,NA
98,5/28/2016,Wisconsin,66,NA,NA
44,5/26/2016,Wisconsin,66,NA,NA
98,5/28/2016,Wisconsin,70,NA,NA
45,5/26/2016,Wisconsin,75,NA,NA
44,5/26/2016,Wisconsin,135,33.93,7
79,5/28/2016,Wisconsin,46,NA,NA
79,5/28/2016,Wisconsin,86,NA,NA
44,5/26/2016,Wisconsin,69,NA,NA
79,5/28/2016,Wisconsin,65,NA,NA
45,5/26/2016,Wisconsin,98,NA,NA
44,5/26/2016,Wisconsin,126,NA,NA
98,5/28/2016,Wisconsin,109,NA,NA
44,5/26/2016,Wisconsin,65,NA,NA
98,5/28/2016,Wisconsin,29,0.19,1
45,5/26/2016,Wisconsin,96,NA,NA
45,5/26/2016,Wisconsin,43,NA,NA
79,5/28/2016,Wisconsin,123,NA,NA
84,5/28/2016,Wisconsin,45,NA,NA
44,5/26/2016,Wisconsin,88,NA,NA
44,5/26/2016,Wisconsin,98,NA,NA
98,5/28/2016,Wisconsin,35,NA,NA
79,5/28/2016,Wisconsin,64,NA,NA
79,5/28/2016,Wisconsin,36,NA,NA
44,5/26/2016,Wisconsin,87,NA,NA
98,5/28/2016,Wisconsin,89,NA,NA
44,5/26/2016,Wisconsin,99,NA,NA
79,5/28/2016,Wisconsin,60,NA,NA
98,5/28/2016,Wisconsin,137,34.5,6
45,5/26/2016,Wisconsin,42,NA,NA
45,5/26/2016,Wisconsin,70,NA,NA
79,5/28/2016,Wisconsin,41,NA,NA
98,5/28/2016,Wisconsin,60,NA,NA
44,5/26/2016,Wisconsin,72,NA,NA
98,5/28/2016,Wisconsin,74,NA,NA
79,5/28/2016,Wisconsin,36,0.49,1
79,5/28/2016,Wisconsin,46,NA,NA
44,5/26/2016,Wisconsin,115,17.23,5
79,5/28/2016,Wisconsin,73,NA,NA
44,5/26/2016,Wisconsin,122,NA,NA
44,5/26/2016,Wisconsin,47,NA,NA
98,5/28/2016,Wisconsin,65,NA,NA
44,5/26/2016,Wisconsin,68,NA,NA
84,5/28/2016,Wisconsin,72,NA,NA
84,5/28/2016,Wisconsin,45,NA,NA
44,5/26/2016,Wisconsin,73,NA,NA
79,5/28/2016,Wisconsin,131,27.57,5
98,5/28/2016,Wisconsin,108,NA,NA
79,5/28/2016,Wisconsin,43,NA,NA
79,5/28/2016,Wisconsin,80,NA,NA
98,5/28/2016,Wisconsin,73,NA,NA
44,5/26/2016,Wisconsin,101,NA,NA
44,5/26/2016,Wisconsin,136,NA,NA
44,5/26/2016,Wisconsin,86,NA,NA
79,5/28/2016,Wisconsin,69,3.76,2
44,5/26/2016,Wisconsin,121,NA,NA
44,5/26/2016,Wisconsin,42,NA,NA
44,5/26/2016,Wisconsin,85,NA,NA
79,5/28/2016,Wisconsin,67,NA,NA
84,5/28/2016,Wisconsin,63,NA,NA
79,5/28/2016,Wisconsin,51,1.35,1
44,5/26/2016,Wisconsin,60,NA,NA
44,5/26/2016,Wisconsin,71,NA,NA
79,5/28/2016,Wisconsin,122,24.69,5
79,5/28/2016,Wisconsin,45,NA,NA
98,5/28/2016,Wisconsin,70,NA,NA
98,5/28/2016,Wisconsin,119,NA,NA
84,5/28/2016,Wisconsin,93,NA,NA
79,5/28/2016,Wisconsin,42,NA,NA
79,5/28/2016,Wisconsin,85,NA,NA
84,5/28/2016,Wisconsin,63,NA,NA
98,5/28/2016,Wisconsin,87,8.09,3
98,5/28/2016,Wisconsin,76,NA,NA
44,5/26/2016,Wisconsin,95,NA,NA
79,5/28/2016,Wisconsin,87,NA,NA
84,5/28/2016,Wisconsin,74,NA,NA
79,5/28/2016,Wisconsin,65,NA,NA
44,5/26/2016,Wisconsin,68,NA,NA
44,5/26/2016,Wisconsin,71,NA,NA
98,5/28/2016,Wisconsin,75,NA,NA
44,5/26/2016,Wisconsin,44,NA,NA
44,5/26/2016,Wisconsin,87,NA,NA
79,5/28/2016,Wisconsin,121,NA,NA
79,5/28/2016,Wisconsin,48,NA,NA
79,5/28/2016,Wisconsin,40,NA,NA
98,5/28/2016,Wisconsin,93,11.1,3
79,5/28/2016,Wisconsin,100,NA,NA
98,5/28/2016,Wisconsin,64,NA,NA
84,5/28/2016,Wisconsin,65,NA,NA
44,5/26/2016,Wisconsin,109,NA,NA
44,5/26/2016,Wisconsin,70,4.12,2
44,5/26/2016,Wisconsin,123,NA,NA
44,5/26/2016,Wisconsin,45,NA,NA
44,5/26/2016,Wisconsin,70,NA,NA
79,5/28/2016,Wisconsin,75,NA,NA
79,5/28/2016,Wisconsin,87,NA,NA
45,5/26/2016,Wisconsin,42,NA,NA
79,5/28/2016,Wisconsin,107,17.89,4
79,5/28/2016,Wisconsin,60,NA,NA
98,5/28/2016,Wisconsin,73,NA,NA
98,5/28/2016,Wisconsin,68,NA,NA
79,5/28/2016,Wisconsin,46,NA,NA
79,5/28/2016,Wisconsin,40,NA,NA
79,5/28/2016,Wisconsin,93,NA,NA
45,5/26/2016,Wisconsin,73,NA,NA
44,5/26/2016,Wisconsin,59,2.53,2
44,5/26/2016,Wisconsin,83,NA,NA
44,5/26/2016,Wisconsin,93,NA,NA
84,5/28/2016,Wisconsin,29,0.23,1
44,5/26/2016,Wisconsin,68,NA,NA
79,5/28/2016,Wisconsin,70,NA,NA
45,5/26/2016,Wisconsin,96,NA,NA
98,5/28/2016,Wisconsin,103,NA,NA
84,5/28/2016,Wisconsin,37,NA,NA
44,5/26/2016,Wisconsin,71,NA,NA
79,5/28/2016,Wisconsin,71,3.45,2
44,5/26/2016,Wisconsin,86,NA,NA
98,5/28/2016,Wisconsin,108,NA,NA
44,5/26/2016,Wisconsin,127,NA,NA
79,5/28/2016,Wisconsin,68,NA,NA
98,5/28/2016,Wisconsin,81,NA,NA
98,5/28/2016,Wisconsin,45,NA,NA
84,5/28/2016,Wisconsin,49,NA,NA
44,5/26/2016,Wisconsin,93,NA,NA
44,5/26/2016,Wisconsin,59,2.71,2
44,5/26/2016,Wisconsin,99,NA,NA
84,5/28/2016,Wisconsin,65,NA,NA
98,5/28/2016,Wisconsin,77,NA,NA
45,5/26/2016,Wisconsin,67,NA,NA
79,5/28/2016,Wisconsin,73,NA,NA
79,5/28/2016,Wisconsin,90,NA,NA
98,5/28/2016,Wisconsin,71,4.86,2
44,5/26/2016,Wisconsin,43,NA,NA
44,5/26/2016,Wisconsin,76,NA,NA
44,5/26/2016,Wisconsin,62,NA,NA
84,5/28/2016,Wisconsin,73,NA,NA
79,5/28/2016,Wisconsin,50,NA,NA
79,5/28/2016,Wisconsin,39,NA,NA
98,5/28/2016,Wisconsin,37,0.59,1
45,5/26/2016,Wisconsin,34,0.36,1
44,5/26/2016,Wisconsin,79,NA,NA
79,5/28/2016,Wisconsin,76,NA,NA
44,5/26/2016,Wisconsin,100,NA,NA
134,6/1/2016,Minnesota,40,NA,NA
145,6/1/2016,Minnesota,84,7.75,3
189,6/2/2016,Minnesota,80,NA,NA
189,6/2/2016,Minnesota,37,NA,NA
145,6/1/2016,Minnesota,45,NA,NA
189,6/2/2016,Minnesota,38,NA,NA
189,6/2/2016,Minnesota,107,NA,NA
145,6/1/2016,Minnesota,129,NA,NA
189,6/2/2016,Minnesota,89,NA,NA
145,6/1/2016,Minnesota,68,NA,NA
189,6/2/2016,Minnesota,71,NA,NA
134,6/1/2016,Minnesota,91,8.96,3
145,6/1/2016,Minnesota,68,NA,NA
145,6/1/2016,Minnesota,66,NA,NA
189,6/2/2016,Minnesota,66,NA,NA
189,6/2/2016,Minnesota,134,38.78,6
189,6/2/2016,Minnesota,93,NA,NA
145,6/1/2016,Minnesota,91,NA,NA
189,6/2/2016,Minnesota,48,1.12,1
145,6/1/2016,Minnesota,69,NA,NA
134,6/1/2016,Minnesota,99,NA,NA
134,6/1/2016,Minnesota,41,NA,NA
134,6/1/2016,Minnesota,42,NA,NA
189,6/2/2016,Minnesota,65,NA,NA
145,6/1/2016,Minnesota,69,NA,NA
189,6/2/2016,Minnesota,73,NA,NA
145,6/1/2016,Minnesota,39,NA,NA
134,6/1/2016,Minnesota,77,NA,NA
189,6/2/2016,Minnesota,69,NA,NA
134,6/1/2016,Minnesota,88,NA,NA
145,6/1/2016,Minnesota,100,NA,NA
189,6/2/2016,Minnesota,70,NA,NA
134,6/1/2016,Minnesota,40,NA,NA
145,6/1/2016,Minnesota,102,NA,NA
134,6/1/2016,Minnesota,106,NA,NA
134,6/1/2016,Minnesota,74,NA,NA
145,6/1/2016,Minnesota,122,NA,NA
189,6/2/2016,Minnesota,70,NA,NA
145,6/1/2016,Minnesota,92,NA,NA
145,6/1/2016,Minnesota,43,NA,NA
189,6/2/2016,Minnesota,65,NA,NA
134,6/1/2016,Minnesota,112,NA,NA
145,6/1/2016,Minnesota,65,NA,NA
189,6/2/2016,Minnesota,70,NA,NA
134,6/1/2016,Minnesota,47,NA,NA
210,6/14/2016,Michigan,70,NA,NA
217,6/14/2016,Michigan,48,NA,NA
245,6/15/2016,Michigan,70,NA,NA
217,6/14/2016,Michigan,103,NA,NA
210,6/14/2016,Michigan,86,7.2,3
245,6/15/2016,Michigan,119,NA,NA
234,6/15/2016,Michigan,93,NA,NA
234,6/15/2016,Michigan,46,NA,NA
227,6/15/2016,Michigan,98,NA,NA
227,6/15/2016,Michigan,40,NA,NA
227,6/15/2016,Michigan,91,NA,NA
234,6/15/2016,Michigan,88,NA,NA
210,6/14/2016,Michigan,85,NA,NA
217,6/14/2016,Michigan,71,NA,NA
245,6/15/2016,Michigan,113,NA,NA
210,6/14/2016,Michigan,41,NA,NA
227,6/15/2016,Michigan,67,NA,NA
210,6/14/2016,Michigan,95,NA,NA
227,6/15/2016,Michigan,43,NA,NA
217,6/14/2016,Michigan,99,NA,NA
217,6/14/2016,Michigan,69,4.25,2
217,6/14/2016,Michigan,78,NA,NA
245,6/15/2016,Michigan,36,NA,NA
210,6/14/2016,Michigan,90,7.25,3
210,6/14/2016,Michigan,115,17.07,4
217,6/14/2016,Michigan,78,NA,NA
227,6/15/2016,Michigan,41,NA,NA
217,6/14/2016,Michigan,36,NA,NA
245,6/15/2016,Michigan,66,NA,NA
217,6/14/2016,Michigan,95,NA,NA
210,6/14/2016,Michigan,42,NA,NA
227,6/15/2016,Michigan,70,NA,NA
217,6/14/2016,Michigan,72,NA,NA
217,6/14/2016,Michigan,104,NA,NA
234,6/15/2016,Michigan,68,NA,NA
217,6/14/2016,Michigan,90,NA,NA
217,6/14/2016,Michigan,41,NA,NA
217,6/14/2016,Michigan,72,NA,NA
289,6/16/2016,Michigan,71,NA,NA
210,6/14/2016,Michigan,97,NA,NA
217,6/14/2016,Michigan,67,NA,NA
289,6/16/2016,Michigan,67,NA,NA
210,6/14/2016,Michigan,77,NA,NA
217,6/14/2016,Michigan,76,NA,NA
217,6/14/2016,Michigan,40,NA,NA
210,6/14/2016,Michigan,67,NA,NA
227,6/15/2016,Michigan,39,0.61,1
217,6/14/2016,Michigan,105,NA,NA
217,6/14/2016,Michigan,75,NA,NA
227,6/15/2016,Michigan,88,NA,NA
289,6/16/2016,Michigan,92,13.7,3
210,6/14/2016,Michigan,63,NA,NA
234,6/15/2016,Michigan,125,28.11,5
210,6/14/2016,Michigan,121,22.81,5
217,6/14/2016,Michigan,39,0.64,1
217,6/14/2016,Michigan,90,NA,NA
210,6/14/2016,Michigan,103,NA,NA
227,6/15/2016,Michigan,69,NA,NA
289,6/16/2016,Michigan,86,NA,NA
210,6/14/2016,Michigan,101,NA,NA
245,6/15/2016,Michigan,125,NA,NA
289,6/16/2016,Michigan,86,NA,NA
227,6/15/2016,Michigan,129,NA,NA
217,6/14/2016,Michigan,68,NA,NA
227,6/15/2016,Michigan,99,NA,NA
210,6/14/2016,Michigan,99,NA,NA
217,6/14/2016,Michigan,127,NA,NA
227,6/15/2016,Michigan,48,NA,NA
227,6/15/2016,Michigan,36,NA,NA
217,6/14/2016,Michigan,89,NA,NA
234,6/15/2016,Michigan,76,NA,NA
227,6/15/2016,Michigan,103,12.55,3
217,6/14/2016,Michigan,111,21.85,4
289,6/16/2016,Michigan,91,NA,NA
210,6/14/2016,Michigan,108,15.91,4
234,6/15/2016,Michigan,71,NA,NA
289,6/16/2016,Michigan,95,NA,NA
210,6/14/2016,Michigan,124,NA,NA
227,6/15/2016,Michigan,141,40.59,7
210,6/14/2016,Michigan,97,NA,NA
289,6/16/2016,Michigan,102,13.47,3
210,6/14/2016,Michigan,77,NA,NA
210,6/14/2016,Michigan,41,NA,NA
217,6/14/2016,Michigan,63,NA,NA
217,6/14/2016,Michigan,121,NA,NA
227,6/15/2016,Michigan,116,22.12,4
227,6/15/2016,Michigan,131,34.24,6
227,6/15/2016,Michigan,63,NA,NA
217,6/14/2016,Michigan,107,NA,NA
217,6/14/2016,Michigan,46,NA,NA
217,6/14/2016,Michigan,64,NA,NA
234,6/15/2016,Michigan,86,NA,NA
217,6/14/2016,Michigan,87,8.99,3
210,6/14/2016,Michigan,45,1.32,1
227,6/15/2016,Michigan,103,NA,NA
245,6/15/2016,Michigan,71,4.16,2
217,6/14/2016,Michigan,72,NA,NA
210,6/14/2016,Michigan,95,NA,NA
217,6/14/2016,Michigan,82,NA,NA
289,6/16/2016,Michigan,102,NA,NA
217,6/14/2016,Michigan,37,NA,NA
217,6/14/2016,Michigan,63,2.71,2
234,6/15/2016,Michigan,68,3.38,2
210,6/14/2016,Michigan,45,NA,NA
217,6/14/2016,Michigan,36,NA,NA
227,6/15/2016,Michigan,72,NA,NA
234,6/15/2016,Michigan,91,NA,NA
210,6/14/2016,Michigan,50,1.4,1
245,6/15/2016,Michigan,63,NA,NA
227,6/15/2016,Michigan,28,0.22,1
217,6/14/2016,Michigan,77,NA,NA
210,6/14/2016,Michigan,40,NA,NA
210,6/14/2016,Michigan,71,NA,NA
217,6/14/2016,Michigan,66,NA,NA
217,6/14/2016,Michigan,103,NA,NA
227,6/15/2016,Michigan,76,NA,NA
217,6/14/2016,Michigan,106,NA,NA
217,6/14/2016,Michigan,84,NA,NA
217,6/14/2016,Michigan,109,NA,NA
234,6/15/2016,Michigan,118,22.26,5
245,6/15/2016,Michigan,109,20.75,4
245,6/15/2016,Michigan,63,NA,NA
217,6/14/2016,Michigan,93,NA,NA
210,6/14/2016,Michigan,40,NA,NA
245,6/15/2016,Michigan,65,NA,NA
210,6/14/2016,Michigan,66,NA,NA
245,6/15/2016,Michigan,72,NA,NA
289,6/16/2016,Michigan,111,NA,NA
227,6/15/2016,Michigan,43,NA,NA
217,6/14/2016,Michigan,97,NA,NA
210,6/14/2016,Michigan,65,NA,NA
234,6/15/2016,Michigan,91,NA,NA
217,6/14/2016,Michigan,41,0.81,1
217,6/14/2016,Michigan,63,NA,NA
217,6/14/2016,Michigan,91,NA,NA
210,6/14/2016,Michigan,99,NA,NA
234,6/15/2016,Michigan,92,NA,NA
227,6/15/2016,Michigan,102,NA,NA
234,6/15/2016,Michigan,63,NA,NA
245,6/15/2016,Michigan,35,NA,NA
217,6/14/2016,Michigan,94,NA,NA
217,6/14/2016,Michigan,34,NA,NA
227,6/15/2016,Michigan,80,NA,NA
227,6/15/2016,Michigan,60,NA,NA
245,6/15/2016,Michigan,62,NA,NA
227,6/15/2016,Michigan,66,NA,NA
217,6/14/2016,Michigan,45,0.87,1
210,6/14/2016,Michigan,43,NA,NA
227,6/15/2016,Michigan,96,NA,NA
210,6/14/2016,Michigan,91,NA,NA
227,6/15/2016,Michigan,70,NA,NA
217,6/14/2016,Michigan,85,NA,NA
234,6/15/2016,Michigan,94,NA,NA
289,6/16/2016,Michigan,64,NA,NA
217,6/14/2016,Michigan,44,NA,NA
217,6/14/2016,Michigan,71,NA,NA
217,6/14/2016,Michigan,64,NA,NA
217,6/14/2016,Michigan,44,NA,NA
227,6/15/2016,Michigan,94,NA,NA
210,6/14/2016,Michigan,91,NA,NA
210,6/14/2016,Michigan,70,NA,NA
217,6/14/2016,Michigan,87,7.49,3
217,6/14/2016,Michigan,43,NA,NA
210,6/14/2016,Michigan,92,NA,NA
217,6/14/2016,Michigan,67,NA,NA
234,6/15/2016,Michigan,67,NA,NA
217,6/14/2016,Michigan,107,NA,NA
217,6/14/2016,Michigan,43,NA,NA
217,6/14/2016,Michigan,98,NA,NA
234,6/15/2016,Michigan,111,NA,NA
210,6/14/2016,Michigan,89,NA,NA
217,6/14/2016,Michigan,109,NA,NA
245,6/15/2016,Michigan,87,NA,NA
245,6/15/2016,Michigan,70,NA,NA
